"ref_date","user_source","share_scene","share_count","share_user"
"2017-02-09",0,1,81,66
"2017-02-09",0,2,48,34
"2017-02-09",0,5,22,4
"2017-02-10",0,1,42,36
"2017-02-10",0,2,25,19
"2017-02-10",0,5,20,5
"2017-02-11",0,1,73,59
"2017-02-11",0,2,43,42
"2017-02-11",0,5,3,3
"2017-02-12",0,1,28,20
"2017-02-12",0,2,20,18
"2017-02-13",0,1,47,36
"2017-02-13",0,2,32,21
"2017-02-13",0,5,23,4
"2017-02-14",0,1,73,53
"2017-02-14",0,2,51,30
"2017-02-14",0,5,6,4
"2017-02-15",0,1,52,43
"2017-02-15",0,2,45,31
"2017-02-15",0,5,21,5
"2017-02-16",0,1,36,29
"2017-02-16",0,2,39,24
"2017-02-16",0,5,31,5
"2017-02-17",0,1,27,20
"2017-02-17",0,2,37,22
"2017-02-17",0,5,6,4
"2017-02-18",0,1,24,18
"2017-02-18",0,2,18,17
"2017-02-18",0,5,3,2
"2017-02-19",0,1,27,22
"2017-02-19",0,2,17,14
"2017-02-20",0,1,27,22
"2017-02-20",0,2,38,24
"2017-02-20",0,5,23,1
"2017-02-21",0,1,61,44
"2017-02-21",0,2,57,41
"2017-02-21",0,5,28,5
"2017-02-22",0,1,85,58
"2017-02-22",0,2,59,33
"2017-02-22",0,5,2,2
"2017-02-23",0,1,51,30
"2017-02-23",0,2,38,22
"2017-02-23",0,5,25,3
"2017-02-24",0,1,50,24
"2017-02-24",0,2,24,14
"2017-02-24",0,5,7,5
"2017-02-25",0,1,66,48
"2017-02-25",0,2,50,35
"2017-02-25",0,5,4,4
"2017-02-26",0,1,67,54
"2017-02-26",0,2,35,34
"2017-02-26",0,5,9,7
"2017-02-27",0,1,93,49
"2017-02-27",0,2,49,24
"2017-02-27",0,5,7,4
"2017-02-28",0,1,110,78
"2017-02-28",0,2,89,64
"2017-02-28",0,5,7,5
"2017-03-01",0,1,67,50
"2017-03-01",0,2,71,63
"2017-03-01",0,5,4,3
"2017-03-02",0,1,96,78
"2017-03-02",0,2,85,73
"2017-03-02",0,5,5,4
"2017-03-03",0,1,51,41
"2017-03-03",0,2,43,29
"2017-03-03",0,5,11,6
"2017-03-04",0,1,13,10
"2017-03-04",0,2,14,10
"2017-03-04",0,5,5,2
"2017-03-05",0,1,44,30
"2017-03-05",0,2,29,28
"2017-03-05",0,5,2,2
"2017-03-06",0,1,34,19
"2017-03-06",0,2,25,15
"2017-03-06",0,5,9,4
"2017-03-07",0,1,67,31
"2017-03-07",0,2,36,23
"2017-03-07",0,5,4,3
"2017-03-08",0,1,75,51
"2017-03-08",0,2,57,41
"2017-03-08",0,5,5,3
"2017-03-09",0,1,83,60
"2017-03-09",0,2,56,41
"2017-03-09",0,5,8,4
"2017-03-10",0,1,88,44
"2017-03-10",0,2,37,24
"2017-03-10",0,5,5,3
"2017-03-11",0,1,57,42
"2017-03-11",0,2,46,43
"2017-03-11",0,5,4,4
"2017-03-12",0,1,72,52
"2017-03-12",0,2,55,48
"2017-03-12",0,5,2,1
"2017-03-13",0,1,102,55
"2017-03-13",0,2,76,58
"2017-03-13",0,5,15,6
"2017-03-14",0,1,63,40
"2017-03-14",0,2,39,29
"2017-03-14",0,5,12,6
"2017-03-15",0,1,46,37
"2017-03-15",0,2,42,27
"2017-03-15",0,5,10,9
"2017-03-16",0,1,109,89
"2017-03-16",0,2,98,81
"2017-03-16",0,5,5,3
"2017-03-17",0,1,80,56
"2017-03-17",0,2,65,54
"2017-03-17",0,5,6,3
"2017-03-18",0,1,47,31
"2017-03-18",0,2,28,27
"2017-03-18",0,5,1,1
"2017-03-19",0,1,33,29
"2017-03-19",0,2,44,42
"2017-03-19",0,5,5,1
"2017-03-20",0,1,38,25
"2017-03-20",0,2,36,20
"2017-03-20",0,5,10,4
"2017-03-21",0,1,41,27
"2017-03-21",0,2,25,17
"2017-03-21",0,5,6,6
"2017-03-22",0,1,136,97
"2017-03-22",0,2,87,73
"2017-03-22",0,5,5,4
"2017-03-23",0,1,67,51
"2017-03-23",0,2,55,37
"2017-03-23",0,5,5,5
"2017-03-24",0,1,43,33
"2017-03-24",0,2,44,35
"2017-03-24",0,5,7,2
"2017-03-25",0,1,41,35
"2017-03-25",0,2,27,24
"2017-03-25",0,5,6,2
"2017-03-26",0,1,76,52
"2017-03-26",0,2,60,56
"2017-03-26",0,5,10,8
"2017-03-27",0,1,82,57
"2017-03-27",0,2,64,52
"2017-03-27",0,5,9,4
"2017-03-28",0,1,65,45
"2017-03-28",0,2,40,26
"2017-03-28",0,5,5,4
"2017-03-29",0,1,88,65
"2017-03-29",0,2,73,56
"2017-03-29",0,5,7,4
"2017-03-30",0,1,59,43
"2017-03-30",0,2,58,37
"2017-03-30",0,5,9,6
"2017-03-31",0,1,27,21
"2017-03-31",0,2,54,19
"2017-03-31",0,5,15,3
"2017-04-01",0,1,43,38
"2017-04-01",0,2,36,25
"2017-04-01",0,5,3,3
"2017-04-02",0,1,38,29
"2017-04-02",0,2,12,11
"2017-04-02",0,5,4,3
"2017-04-03",0,1,49,39
"2017-04-03",0,2,80,70
"2017-04-03",0,5,5,3
"2017-04-04",0,1,37,29
"2017-04-04",0,2,41,35
"2017-04-04",0,5,4,4
"2017-04-05",0,1,88,50
"2017-04-05",0,2,69,51
"2017-04-05",0,5,10,5
"2017-04-06",0,1,97,63
"2017-04-06",0,2,58,43
"2017-04-06",0,5,3,3
"2017-04-07",0,1,37,24
"2017-04-07",0,2,36,25
"2017-04-07",0,5,3,2
"2017-04-08",0,1,21,19
"2017-04-08",0,2,25,24
"2017-04-08",0,5,5,3
"2017-04-09",0,1,67,56
"2017-04-09",0,2,64,61
"2017-04-09",0,5,15,10
"2017-04-10",0,1,69,55
"2017-04-10",0,2,63,45
"2017-04-10",0,5,8,4
"2017-04-11",0,1,86,55
"2017-04-11",0,2,91,67
"2017-04-11",0,5,5,4
"2017-04-12",0,1,117,70
"2017-04-12",0,2,116,69
"2017-04-12",0,5,12,8
"2017-04-13",0,1,129,89
"2017-04-13",0,2,99,81
"2017-04-13",0,5,9,5
"2017-04-14",0,1,84,54
"2017-04-14",0,2,72,54
"2017-04-14",0,5,12,5
"2017-04-15",0,1,57,49
"2017-04-15",0,2,55,53
"2017-04-15",0,5,3,3
"2017-04-16",0,1,90,55
"2017-04-16",0,2,61,50
"2017-04-16",0,5,10,7
"2017-04-17",0,1,113,31
"2017-04-17",0,2,62,32
"2017-04-17",0,5,6,2
"2017-04-18",0,1,48,28
"2017-04-18",0,2,59,37
"2017-04-18",0,5,3,2
"2017-04-19",0,1,84,65
"2017-04-19",0,2,117,90
"2017-04-19",0,5,8,6
"2017-04-20",0,1,84,54
"2017-04-20",0,2,86,63
"2017-04-20",0,5,11,5
"2017-04-21",0,1,87,62
"2017-04-21",0,2,64,31
"2017-04-21",0,5,6,4
"2017-04-22",0,1,57,41
"2017-04-22",0,2,52,43
"2017-04-22",0,5,1,1
"2017-04-23",0,1,33,29
"2017-04-23",0,2,30,29
"2017-04-23",0,5,1,1
"2017-04-24",0,1,328,260
"2017-04-24",0,2,179,147
"2017-04-24",0,5,11,9
"2017-04-25",0,1,104,81
"2017-04-25",0,2,83,60
"2017-04-25",0,5,11,8
"2017-04-26",0,1,52,35
"2017-04-26",0,2,49,29
"2017-04-26",0,5,12,6
"2017-04-27",0,1,84,60
"2017-04-27",0,2,72,51
"2017-04-27",0,5,5,4
"2017-04-28",0,1,65,47
"2017-04-28",0,2,68,44
"2017-04-28",0,5,7,4
"2017-04-29",0,1,52,43
"2017-04-29",0,2,35,31
"2017-04-29",0,5,4,4
"2017-04-30",0,1,29,23
"2017-04-30",0,2,20,18
"2017-05-01",0,1,17,16
"2017-05-01",0,2,12,11
"2017-05-01",0,5,4,3
"2017-05-02",0,1,119,78
"2017-05-02",0,2,141,84
"2017-05-02",0,5,16,7
"2017-05-03",0,1,51,43
"2017-05-03",0,2,54,36
"2017-05-03",0,5,10,6
"2017-05-04",0,1,60,49
"2017-05-04",0,2,65,45
"2017-05-04",0,5,6,5
"2017-05-05",0,1,45,36
"2017-05-05",0,2,49,28
"2017-05-05",0,5,4,3
"2017-05-06",0,1,39,34
"2017-05-06",0,2,16,15
"2017-05-06",0,5,3,3
"2017-05-07",0,1,65,52
"2017-05-07",0,2,71,64
"2017-05-07",0,5,3,1
"2017-05-08",0,1,108,89
"2017-05-08",0,2,185,164
"2017-05-08",0,5,6,4
"2017-05-09",0,1,106,73
"2017-05-09",0,2,168,142
"2017-05-09",0,5,4,2
"2017-05-10",0,1,135,84
"2017-05-10",0,2,146,120
"2017-05-10",0,5,9,6
"2017-05-11",0,1,115,96
"2017-05-11",0,2,122,101
"2017-05-11",0,5,8,6
"2017-05-12",0,1,56,46
"2017-05-12",0,2,51,41
"2017-05-12",0,5,7,4
"2017-05-13",0,1,71,59
"2017-05-13",0,2,73,59
"2017-05-13",0,5,1,1
"2017-05-14",0,1,57,44
"2017-05-14",0,2,38,33
"2017-05-14",0,5,5,5
"2017-05-15",0,1,35,24
"2017-05-15",0,2,32,15
"2017-05-15",0,5,6,3
"2017-05-16",0,1,55,46
"2017-05-16",0,2,74,48
"2017-05-16",0,5,8,6
"2017-05-17",0,1,148,104
"2017-05-17",0,2,81,67
"2017-05-17",0,5,9,5
"2017-05-18",0,1,69,57
"2017-05-18",0,2,66,56
"2017-05-18",0,5,6,4
"2017-05-19",0,1,100,76
"2017-05-19",0,2,74,57
"2017-05-19",0,5,11,6
"2017-05-20",0,1,85,61
"2017-05-20",0,2,42,36
"2017-05-20",0,5,3,3
"2017-05-21",0,1,54,48
"2017-05-21",0,2,73,62
"2017-05-21",0,5,3,2
"2017-05-22",0,1,50,40
"2017-05-22",0,2,50,37
"2017-05-22",0,5,12,7
"2017-05-23",0,1,64,45
"2017-05-23",0,2,68,48
"2017-05-23",0,5,10,6
"2017-05-24",0,1,58,37
"2017-05-24",0,2,40,28
"2017-05-24",0,5,9,5
"2017-05-25",0,1,31,27
"2017-05-25",0,2,38,29
"2017-05-25",0,5,12,4
"2017-05-26",0,1,48,42
"2017-05-26",0,2,40,26
"2017-05-26",0,5,12,3
"2017-05-27",0,1,46,34
"2017-05-27",0,2,75,57
"2017-05-27",0,5,4,2
"2017-05-28",0,1,132,92
"2017-05-28",0,2,192,180
"2017-05-28",0,5,2,2
"2017-05-29",0,1,93,57
"2017-05-29",0,2,145,134
"2017-05-29",0,5,1,1
"2017-05-30",0,1,30,23
"2017-05-30",0,2,32,32
"2017-05-30",0,5,3,3
"2017-05-31",0,1,66,50
"2017-05-31",0,2,62,48
"2017-05-31",0,5,6,3
"2017-06-01",0,1,69,53
"2017-06-01",0,2,68,61
"2017-06-01",0,5,15,12
"2017-06-02",0,1,45,35
"2017-06-02",0,2,46,35
"2017-06-02",0,5,9,6
"2017-06-03",0,1,38,19
"2017-06-03",0,2,25,19
"2017-06-03",0,5,3,3
"2017-06-04",0,1,44,35
"2017-06-04",0,2,26,22
"2017-06-04",0,5,2,2
"2017-06-05",0,1,66,57
"2017-06-05",0,2,39,28
"2017-06-05",0,5,12,5
"2017-06-06",0,1,44,24
"2017-06-06",0,2,45,29
"2017-06-06",0,5,2,2
"2017-06-07",0,1,42,35
"2017-06-07",0,2,41,32
"2017-06-07",0,5,8,5
"2017-06-08",0,1,72,43
"2017-06-08",0,2,37,26
"2017-06-08",0,5,10,5
"2017-06-09",0,1,40,31
"2017-06-09",0,2,34,22
"2017-06-09",0,5,10,5
"2017-06-10",0,1,76,57
"2017-06-10",0,2,80,73
"2017-06-10",0,5,3,3
"2017-06-11",0,1,53,46
"2017-06-11",0,2,49,48
"2017-06-11",0,5,2,2
"2017-06-12",0,1,83,47
"2017-06-12",0,2,30,23
"2017-06-12",0,5,6,3
"2017-06-13",0,1,59,31
"2017-06-13",0,2,38,29
"2017-06-13",0,5,6,4
"2017-06-14",0,1,44,27
"2017-06-14",0,2,15,11
"2017-06-14",0,5,10,5
"2017-06-15",0,1,42,32
"2017-06-15",0,2,19,17
"2017-06-15",0,5,3,2
"2017-06-16",0,1,25,21
"2017-06-16",0,2,19,17
"2017-06-16",0,5,1,1
"2017-06-17",0,1,33,30
"2017-06-17",0,2,41,35
"2017-06-17",0,5,3,3
"2017-06-18",0,1,79,65
"2017-06-18",0,2,61,53
"2017-06-19",0,1,53,49
"2017-06-19",0,2,68,58
"2017-06-19",0,5,7,2
"2017-06-20",0,1,143,113
"2017-06-20",0,2,115,97
"2017-06-20",0,5,10,8
"2017-06-21",0,1,98,78
"2017-06-21",0,2,86,75
"2017-06-21",0,5,9,7
"2017-06-22",0,1,58,53
"2017-06-22",0,2,58,44
"2017-06-22",0,5,10,8
"2017-06-23",0,1,40,33
"2017-06-23",0,2,40,30
"2017-06-23",0,5,9,4
"2017-06-24",0,1,25,23
"2017-06-24",0,2,30,21
"2017-06-24",0,5,3,3
"2017-06-25",0,1,43,38
"2017-06-25",0,2,34,27
"2017-06-25",0,5,7,5
"2017-06-26",0,1,106,78
"2017-06-26",0,2,106,83
"2017-06-26",0,5,16,7
"2017-06-27",0,1,63,56
"2017-06-27",0,2,102,93
"2017-06-27",0,5,5,4
"2017-06-28",0,1,65,55
"2017-06-28",0,2,64,51
"2017-06-28",0,5,10,6
"2017-06-29",0,1,64,52
"2017-06-29",0,2,66,49
"2017-06-29",0,5,13,6
"2017-06-30",0,1,56,38
"2017-06-30",0,2,42,34
"2017-06-30",0,5,5,1
"2017-07-01",0,1,40,29
"2017-07-01",0,2,14,13
"2017-07-02",0,1,54,38
"2017-07-02",0,2,40,33
"2017-07-02",0,5,4,4
"2017-07-03",0,1,94,80
"2017-07-03",0,2,59,48
"2017-07-03",0,5,8,6
"2017-07-04",0,1,45,39
"2017-07-04",0,2,47,34
"2017-07-04",0,5,18,7
"2017-07-05",0,1,66,54
"2017-07-05",0,2,68,42
"2017-07-05",0,5,3,3
"2017-07-06",0,1,49,35
"2017-07-06",0,2,33,22
"2017-07-06",0,5,4,2
"2017-07-07",0,1,44,35
"2017-07-07",0,2,36,29
"2017-07-07",0,5,2,2
"2017-07-08",0,1,52,40
"2017-07-08",0,2,25,23
"2017-07-08",0,5,1,1
"2017-07-09",0,1,23,15
"2017-07-09",0,2,21,21
"2017-07-09",0,5,2,2
"2017-07-10",0,1,20,14
"2017-07-10",0,2,21,12
"2017-07-10",0,5,4,3
"2017-07-11",0,1,30,22
"2017-07-11",0,2,37,22
"2017-07-11",0,5,9,5
"2017-07-12",0,1,51,38
"2017-07-12",0,2,43,30
"2017-07-12",0,5,7,5
"2017-07-13",0,1,35,28
"2017-07-13",0,2,37,26
"2017-07-13",0,5,8,6
"2017-07-14",0,1,42,29
"2017-07-14",0,2,24,18
"2017-07-14",0,5,3,3
"2017-07-15",0,1,27,21
"2017-07-15",0,2,14,12
"2017-07-16",0,1,51,37
"2017-07-16",0,2,28,25
"2017-07-16",0,5,8,6
"2017-07-17",0,1,48,38
"2017-07-17",0,2,54,40
"2017-07-17",0,5,3,3
"2017-07-18",0,1,82,47
"2017-07-18",0,2,43,35
"2017-07-18",0,5,1,1
"2017-07-19",0,1,97,78
"2017-07-19",0,2,84,69
"2017-07-19",0,5,7,4
"2017-07-20",0,1,104,70
"2017-07-20",0,2,64,54
"2017-07-20",0,5,9,6
"2017-07-21",0,1,64,53
"2017-07-21",0,2,55,42
"2017-07-21",0,5,4,4
"2017-07-22",0,1,71,62
"2017-07-22",0,2,44,43
"2017-07-22",0,5,6,5
"2017-07-23",0,1,69,58
"2017-07-23",0,2,44,40
"2017-07-23",0,5,1,1
"2017-07-24",0,1,113,83
"2017-07-24",0,2,85,68
"2017-07-24",0,5,8,4
"2017-07-25",0,1,126,98
"2017-07-25",0,2,78,67
"2017-07-25",0,5,7,3
"2017-07-26",0,1,54,45
"2017-07-26",0,2,36,30
"2017-07-26",0,5,3,3
"2017-07-27",0,1,46,36
"2017-07-27",0,2,39,30
"2017-07-28",0,1,34,21
"2017-07-28",0,2,27,16
"2017-07-28",0,5,6,4
"2017-07-29",0,1,21,17
"2017-07-29",0,2,27,19
"2017-07-30",0,1,28,21
"2017-07-30",0,2,32,24
"2017-07-30",0,5,1,1
"2017-07-31",0,1,48,38
"2017-07-31",0,2,51,42
"2017-07-31",0,5,4,3
"2017-08-01",0,1,29,28
"2017-08-01",0,2,34,27
"2017-08-01",0,5,11,7
"2017-08-02",0,1,72,52
"2017-08-02",0,2,35,22
"2017-08-02",0,5,7,4
"2017-08-03",0,1,58,35
"2017-08-03",0,2,70,54
"2017-08-03",0,5,5,5
"2017-08-04",0,1,72,59
"2017-08-04",0,2,44,33
"2017-08-04",0,5,5,4
"2017-08-05",0,1,44,33
"2017-08-05",0,2,20,19
"2017-08-05",0,5,2,2
"2017-08-06",0,1,93,74
"2017-08-06",0,2,97,92
"2017-08-06",0,5,5,5
"2017-08-07",0,1,88,77
"2017-08-07",0,2,75,58
"2017-08-07",0,5,11,5
"2017-08-08",0,1,95,59
"2017-08-08",0,2,70,54
"2017-08-08",0,5,3,3
"2017-08-09",0,1,73,37
"2017-08-09",0,2,38,26
"2017-08-09",0,5,6,4
"2017-08-10",0,1,81,60
"2017-08-10",0,2,45,35
"2017-08-10",0,5,10,6
"2017-08-11",0,1,25,25
"2017-08-11",0,2,45,35
"2017-08-11",0,5,3,2
"2017-08-12",0,1,24,23
"2017-08-12",0,2,19,18
"2017-08-12",0,5,6,4
"2017-08-13",0,1,39,32
"2017-08-13",0,2,29,24
"2017-08-13",0,5,5,4
"2017-08-14",0,1,84,69
"2017-08-14",0,2,72,59
"2017-08-14",0,5,8,4
"2017-08-15",0,1,35,30
"2017-08-15",0,2,42,30
"2017-08-15",0,5,12,8
"2017-08-16",0,1,59,47
"2017-08-16",0,2,50,40
"2017-08-16",0,5,6,6
"2017-08-17",0,1,38,33
"2017-08-17",0,2,42,30
"2017-08-17",0,5,6,5
"2017-08-18",0,1,42,39
"2017-08-18",0,2,54,41
"2017-08-18",0,5,4,4
"2017-08-19",0,1,25,23
"2017-08-19",0,2,16,15
"2017-08-19",0,5,3,3
"2017-08-20",0,1,59,37
"2017-08-20",0,2,45,41
"2017-08-20",0,5,1,1
"2017-08-21",0,1,69,53
"2017-08-21",0,2,68,60
"2017-08-21",0,5,2,2
"2017-08-22",0,1,27,22
"2017-08-22",0,2,29,22
"2017-08-22",0,5,3,3
"2017-08-23",0,1,60,50
"2017-08-23",0,2,77,59
"2017-08-23",0,5,9,6
"2017-08-24",0,1,47,34
"2017-08-24",0,2,50,36
"2017-08-24",0,5,2,2
"2017-08-25",0,1,27,23
"2017-08-25",0,2,30,17
"2017-08-25",0,5,4,2
"2017-08-26",0,1,52,27
"2017-08-26",0,2,30,30
"2017-08-26",0,5,3,3
"2017-08-27",0,1,38,28
"2017-08-27",0,2,15,15
"2017-08-27",0,5,4,4
"2017-08-28",0,1,47,39
"2017-08-28",0,2,53,43
"2017-08-28",0,5,4,3
"2017-08-29",0,1,47,40
"2017-08-29",0,2,27,23
"2017-08-29",0,5,9,5
"2017-08-30",0,1,62,44
"2017-08-30",0,2,27,23
"2017-08-30",0,5,4,4
"2017-08-31",0,1,89,67
"2017-08-31",0,2,46,37
"2017-08-31",0,5,5,3
"2017-09-01",0,1,37,31
"2017-09-01",0,2,55,45
"2017-09-01",0,5,4,3
"2017-09-02",0,1,19,16
"2017-09-02",0,2,22,19
"2017-09-02",0,5,3,3
"2017-09-03",0,1,14,10
"2017-09-03",0,2,13,12
"2017-09-04",0,1,71,50
"2017-09-04",0,2,38,26
"2017-09-04",0,5,6,6
"2017-09-05",0,1,129,105
"2017-09-05",0,2,73,68
"2017-09-05",0,5,15,8
"2017-09-06",0,1,133,103
"2017-09-06",0,2,74,63
"2017-09-06",0,5,10,8
"2017-09-07",0,1,73,57
"2017-09-07",0,2,54,42
"2017-09-07",0,5,5,5
"2017-09-08",0,1,60,50
"2017-09-08",0,2,57,44
"2017-09-08",0,5,6,4
"2017-09-09",0,1,27,23
"2017-09-09",0,2,29,21
"2017-09-09",0,5,6,6
"2017-09-10",0,1,27,22
"2017-09-10",0,2,27,25
"2017-09-10",0,5,4,3
"2017-09-11",0,1,47,39
"2017-09-11",0,2,32,27
"2017-09-11",0,5,9,5
"2017-09-12",0,1,83,61
"2017-09-12",0,2,82,64
"2017-09-12",0,5,22,11
"2017-09-13",0,1,55,40
"2017-09-13",0,2,61,46
"2017-09-13",0,5,8,7
"2017-09-14",0,1,60,47
"2017-09-14",0,2,45,33
"2017-09-14",0,5,5,3
"2017-09-15",0,1,50,42
"2017-09-15",0,2,32,24
"2017-09-15",0,5,6,4
"2017-09-16",0,1,54,44
"2017-09-16",0,2,52,48
"2017-09-17",0,1,40,32
"2017-09-17",0,2,28,27
"2017-09-17",0,5,4,4
"2017-09-18",0,1,62,47
"2017-09-18",0,2,45,36
"2017-09-18",0,5,3,3
"2017-09-19",0,1,195,158
"2017-09-19",0,2,88,73
"2017-09-19",0,5,21,14
"2017-09-20",0,1,99,83
"2017-09-20",0,2,66,56
"2017-09-20",0,5,7,7
"2017-09-21",0,1,79,67
"2017-09-21",0,2,40,27
"2017-09-21",0,5,5,4
"2017-09-22",0,1,74,61
"2017-09-22",0,2,39,30
"2017-09-22",0,5,9,6
"2017-09-23",0,1,46,33
"2017-09-23",0,2,16,15
"2017-09-23",0,5,1,1
"2017-09-24",0,1,19,15
"2017-09-24",0,2,9,9
"2017-09-24",0,5,1,1
"2017-09-25",0,1,48,34
"2017-09-25",0,2,33,18
"2017-09-25",0,5,5,4
"2017-09-26",0,1,100,89
"2017-09-26",0,2,60,48
"2017-09-26",0,5,7,4
"2017-09-27",0,1,42,31
"2017-09-27",0,2,34,24
"2017-09-27",0,5,3,3
"2017-09-28",0,1,26,24
"2017-09-28",0,2,52,39
"2017-09-28",0,5,1,1
"2017-09-29",0,1,53,38
"2017-09-29",0,2,44,31
"2017-09-29",0,5,5,4
"2017-09-30",0,1,64,42
"2017-09-30",0,2,31,25
"2017-09-30",0,5,3,3
"2017-10-01",0,1,8,7
"2017-10-01",0,2,16,16
"2017-10-02",0,1,4,4
"2017-10-02",0,2,3,3
"2017-10-03",0,1,3,3
"2017-10-03",0,2,3,3
"2017-10-04",0,1,2,2
"2017-10-04",0,2,3,3
"2017-10-05",0,1,6,5
"2017-10-05",0,2,1,1
"2017-10-05",0,5,2,2
"2017-10-06",0,1,7,6
"2017-10-07",0,1,8,8
"2017-10-07",0,2,1,1
"2017-10-07",0,5,3,1
"2017-10-08",0,1,7,6
"2017-10-08",0,2,2,2
"2017-10-09",0,1,41,33
"2017-10-09",0,2,24,18
"2017-10-09",0,5,9,3
"2017-10-10",0,1,39,25
"2017-10-10",0,2,22,16
"2017-10-10",0,5,4,3
"2017-10-11",0,1,165,135
"2017-10-11",0,2,127,113
"2017-10-11",0,5,4,4
"2017-10-12",0,1,175,143
"2017-10-12",0,2,143,134
"2017-10-12",0,5,10,9
"2017-10-13",0,1,74,59
"2017-10-13",0,2,61,44
"2017-10-13",0,5,5,3
"2017-10-14",0,1,22,16
"2017-10-14",0,2,12,12
"2017-10-14",0,5,4,4
